Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM
1693;1220;1;1175;253;1175;61;21;41;81;51;31;61;71;1;31;11;71;51;21;41;1;31;71;41;-9;51;1;-9;1;71;71;71;1;71;31;41;1;-9;71;81;51;11;41;41;21;71;1;-9;1;11;51;31;61;51;41;41;31;31;71;-9;31;31;-9;1;-9;51;51;1;31;51;1;51;51;1175
1877;1221;1;1175;253;1175;51;51;1;61;1;1;61;51;1;-9;81;21;31;41;11;81;71;21;61;1;71;11;1;41;71;61;11;21;71;31;51;81;21;11;61;81;61;71;11;11;51;31;61;21;41;51;41;61;61;61;1;11;11;11;1;71;31;41;1;31;11;81;31;41;1;21;11;21;1175
1937;1222;1;1175;253;1175;21;71;21;41;71;41;-9;61;1;51;31;1;71;31;21;11;1;1;1;21;61;1;21;11;71;1;71;71;41;51;11;41;51;1;61;41;1;11;51;81;31;11;81;61;11;81;-9;-9;11;-9;61;71;31;11;11;1;21;31;61;41;11;71;41;1;1;71;31;81;1175
134;1223;1;1180;253;1180;41;61;71;31;71;1;11;21;61;21;71;11;31;81;71;71;21;1;41;71;11;-9;1;71;21;81;81;31;71;21;51;1;1;21;31;1;51;1;61;61;1;71;71;41;31;21;21;31;71;71;21;1;31;61;71;61;81;1;61;31;41;31;71;61;1;31;61;11;1180
547;1224;1;1180;253;1180;71;41;11;31;71;51;61;71;41;11;71;-9;21;71;11;21;-9;21;61;61;51;61;71;71;81;41;31;-9;21;21;81;21;81;11;11;61;61;11;21;41;31;-9;41;31;61;1;1;1;21;81;11;51;71;11;1;1;1;1;11;11;31;-9;31;71;51;61;81;31;1180
571;1225;1;1180;253;1180;11;71;-9;21;81;21;51;81;21;-9;11;41;81;-9;71;31;51;-9;1;81;41;51;21;71;81;1;71;31;71;1;51;-9;31;11;1;1;81;21;51;-9;1;61;11;51;31;71;21;21;1;61;31;31;41;61;1;-9;1;41;11;21;71;71;71;11;21;41;81;61;1180
855;1226;1;1180;253;1180;71;31;-9;11;11;71;51;61;51;51;41;51;1;11;71;1;1;31;-9;81;81;41;21;31;11;51;51;1;41;-9;81;81;1;11;1;21;31;41;-9;81;21;-9;61;11;61;1;81;41;31;-9;31;-9;21;11;61;1;71;11;21;71;81;11;-9;41;11;1;-9;31;1180
916;1227;1;1180;253;1180;71;31;71;1;1;61;11;-9;31;51;61;21;21;41;71;41;-9;51;11;51;21;11;71;1;1;81;11;-9;11;11;61;41;81;41;81;1;51;11;31;21;1;61;-9;41;71;61;71;51;51;1;-9;71;51;51;71;41;71;41;61;11;51;21;71;51;71;61;1;21;1180
1059;1228;1;1180;253;1180;11;-9;1;1;71;31;11;71;71;21;11;-9;81;21;31;51;61;21;11;41;21;81;71;41;51;1;41;-9;11;-9;61;41;-9;21;-9;11;31;31;11;51;31;-9;51;81;1;51;51;31;81;-9;11;11;51;1;51;31;51;51;11;71;11;61;71;21;41;51;21;71;1180
1184;1229;1;1180;253;1180;61;21;31;21;61;1;31;81;21;71;-9;1;51;11;51;71;21;1;-9;61;71;51;21;81;31;21;41;1;21;61;51;-9;21;71;11;61;51;1;61;81;41;1;71;41;21;-9;51;71;1;41;81;61;41;71;11;11;-9;71;51;11;71;61;21;-9;21;1;1;81;1180
1257;1230;1;1180;253;1180;-9;71;11;81;51;41;61;11;41;51;1;31;1;31;51;11;81;51;41;81;1;81;31;11;61;61;11;71;81;71;31;21;41;21;31;71;21;71;81;41;11;31;1;1;11;1;1;-9;11;51;21;71;51;-9;51;71;31;31;61;11;41;-9;71;41;21;51;1;51;1180
1277;1231;1;1180;253;1180;71;11;71;1;71;21;11;51;21;71;51;1;31;-9;61;61;-9;41;11;81;41;21;71;21;11;1;21;51;61;21;51;51;51;1;21;41;21;51;71;1;61;-9;21;71;81;-9;31;71;61;81;41;31;21;61;51;21;11;71;1;31;81;51;1;41;11;21;41;31;1180
1454;1232;1;1180;253;1180;71;31;81;21;41;41;21;41;1;81;71;71;31;31;21;11;71;1;11;-9;21;41;21;71;31;41;81;11;81;51;81;71;71;-9;31;71;61;61;71;11;1;51;-9;1;31;41;31;31;21;71;31;81;11;11;31;1;31;21;61;-9;1;11;71;41;11;71;31;41;1180
1802;1233;1;1180;253;1180;1;41;11;11;1;11;71;11;71;31;71;-9;31;1;71;51;1;51;1;81;-9;61;71;51;21;1;1;1;61;81;71;71;21;1;11;1;71;31;11;1;31;1;71;11;-9;31;41;41;11;61;31;51;41;41;61;11;81;21;1;71;41;71;41;61;11;61;41;61;1180
105;1234;1;1185;253;1185;21;1;51;81;21;21;21;21;71;1;81;11;11;71;41;41;71;41;-9;71;1;41;71;61;71;61;51;41;1;71;71;11;-9;11;-9;1;1;-9;-9;51;-9;31;61;1;51;81;11;81;51;1;61;51;11;-9;1;-9;31;61;11;61;21;21;81;41;61;61;-9;-9;1185
133;1235;1;1185;253;1185;81;51;31;81;1;51;71;51;1;31;11;11;21;71;21;-9;81;71;71;1;71;51;61;-9;11;51;11;41;71;61;31;1;1;-9;81;61;-9;31;11;1;71;31;-9;21;81;-9;51;21;21;41;51;71;1;61;21;1;11;41;11;11;61;41;41;71;21;41;51;-9;1185
330;1236;1;1185;253;1185;61;61;11;41;71;41;1;11;21;71;71;11;71;81;21;21;-9;31;31;-9;11;71;41;61;61;81;-9;11;31;61;21;71;61;31;51;41;81;51;11;71;41;31;21;31;-9;-9;51;41;81;51;51;-9;11;31;21;41;21;31;61;31;-9;81;11;71;41;61;-9;61;1185
457;1237;1;1185;253;1185;1;61;71;-9;81;1;61;61;21;21;1;71;41;51;41;71;11;31;71;61;21;71;1;71;11;51;11;-9;11;71;11;31;21;61;41;11;31;51;31;31;1;41;11;1;11;51;61;41;71;81;81;51;71;21;61;31;1;51;21;-9;1;41;41;41;1;81;71;-9;1185
591;1238;1;1185;253;1185;11;51;41;-9;51;31;51;41;21;51;-9;11;81;61;31;51;31;21;1;21;1;1;71;11;71;31;51;11;71;71;21;21;71;-9;41;51;11;61;1;21;-9;31;51;71;31;-9;61;1;41;1;71;61;61;81;51;21;41;71;-9;51;21;61;61;11;1;1;31;81;1185
677;1239;1;1185;253;1185;21;81;71;41;11;61;11;61;71;41;11;81;41;11;11;81;71;1;71;81;51;-9;31;11;41;41;41;41;1;41;1;71;81;1;71;61;71;-9;31;31;51;1;81;61;31;11;41;11;11;1;21;41;31;31;31;61;81;51;31;41;81;31;11;41;-9;71;61;21;1185
726;1240;1;1185;253;1185;41;21;81;1;41;11;1;31;81;81;-9;11;41;51;31;1;51;51;1;1;71;11;31;71;71;31;1;61;41;-9;31;-9;11;81;51;51;51;81;11;51;21;51;11;11;11;21;11;51;81;1;71;61;-9;51;71;81;31;61;31;81;61;61;41;71;71;31;-9;-9;1185
739;1241;1;1185;253;1185;1;1;51;81;-9;31;71;51;61;31;31;31;1;11;11;21;61;41;1;71;1;41;21;31;61;21;71;41;11;11;61;11;41;1;71;41;51;21;51;51;1;71;41;61;71;21;21;41;41;81;61;41;21;21;81;1;51;61;61;-9;71;61;21;71;71;21;1;31;1185
924;1242;1;1185;253;1185;51;61;81;61;31;61;51;61;71;1;31;21;1;21;51;81;61;41;41;41;51;11;41;41;11;11;41;81;1;11;61;61;51;41;61;31;51;-9;81;81;1;31;31;31;51;1;1;61;1;81;1;1;41;1;11;71;21;21;71;1;41;51;61;11;81;61;51;51;1185
1425;1243;1;1185;253;1185;31;41;51;-9;71;31;51;31;41;21;1;81;61;21;41;11;61;1;41;-9;71;71;51;1;1;21;51;21;31;-9;1;41;-9;71;41;51;51;31;1;1;1;51;71;51;31;41;81;21;51;1;61;11;1;31;11;1;31;71;1;61;81;71;21;61;51;-9;-9;81;1185
1508;1244;1;1185;253;1185;71;51;-9;11;-9;71;71;21;61;1;-9;1;41;81;61;61;41;41;1;61;41;51;51;81;71;51;11;-9;61;1;1;21;1;-9;31;51;71;71;71;21;41;-9;51;31;11;31;51;31;61;61;1;21;51;41;-9;11;41;1;41;31;21;21;-9;-9;81;81;71;41;1185
1581;1245;1;1185;253;1185;81;1;71;31;81;51;11;1;71;51;1;51;81;61;-9;41;71;61;11;51;11;71;31;71;11;1;71;71;-9;31;1;81;81;71;31;71;71;31;11;41;-9;31;1;-9;81;41;21;51;31;21;-9;31;11;71;1;1;81;-9;71;1;81;11;51;41;1;31;41;11;1185
1749;1246;1;1185;253;1185;11;-9;41;51;1;71;21;71;61;71;11;1;71;71;51;71;61;71;41;71;11;71;61;11;31;41;11;21;61;51;51;61;41;-9;71;1;51;41;71;61;1;1;11;21;41;31;41;11;21;71;41;51;71;11;21;1;-9;11;31;21;51;61;71;-9;11;31;51;61;1185
386;1247;1;1190;253;1190;61;51;1;21;41;41;51;71;61;11;21;1;1;71;31;11;61;1;41;71;51;61;31;61;61;11;11;11;21;11;61;81;-9;81;41;71;11;21;31;41;71;61;61;61;1;21;61;61;51;71;71;31;21;61;11;31;41;51;1;-9;71;11;71;41;71;31;11;61;1190
387;1248;1;1190;253;1190;21;81;81;-9;81;-9;21;21;11;21;61;61;31;61;1;31;21;1;81;71;51;31;11;31;31;61;21;-9;61;31;51;21;21;11;61;31;51;71;1;11;71;41;61;31;61;41;21;41;31;61;71;-9;21;31;11;61;-9;-9;31;31;11;1;11;11;1;-9;1;-9;1190
453;1249;1;1190;253;1190;81;71;61;51;21;21;21;51;21;71;-9;21;71;61;31;21;21;1;-9;31;51;61;31;71;41;41;11;1;1;31;21;71;11;1;11;71;-9;11;81;61;1;41;71;61;1;21;21;51;11;81;11;1;61;41;81;81;11;41;21;71;21;11;11;21;71;-9;81;51;1190
552;1250;1;1190;253;1190;31;-9;71;1;-9;51;1;11;81;31;51;31;61;71;21;71;31;11;1;41;11;51;1;-9;41;81;11;1;31;71;1;-9;61;-9;11;61;-9;61;41;1;1;21;31;-9;61;51;71;11;81;41;21;61;41;21;81;51;41;61;31;71;41;11;31;11;1;31;31;61;1190
586;1251;1;1190;253;1190;21;1;51;71;1;31;61;81;1;41;41;1;1;71;1;11;21;31;71;21;71;61;41;41;51;81;81;21;71;51;1;41;21;21;51;71;1;81;31;71;61;1;51;-9;11;71;61;81;51;41;11;11;31;71;31;41;1;51;81;61;61;71;51;81;51;-9;51;51;1190
1120;1252;1;1190;253;1190;81;51;11;11;41;81;41;61;71;51;71;61;21;61;11;11;71;21;-9;61;61;1;61;-9;71;61;-9;51;41;61;41;-9;1;41;41;41;51;41;31;1;81;-9;71;51;61;-9;41;41;31;51;11;11;21;21;31;1;61;71;11;71;81;11;21;71;61;41;51;-9;1190
1323;1253;1;1190;253;1190;1;31;81;21;11;51;61;31;61;1;51;81;31;31;1;21;1;71;-9;21;-9;41;21;41;21;41;71;71;41;21;21;11;61;31;81;41;71;1;11;71;31;-9;51;21;21;81;1;71;41;51;21;51;-9;61;21;71;-9;-9;71;51;-9;71;71;81;21;51;31;21;1190
1390;1254;1;1190;253;1190;81;11;41;1;61;51;11;11;71;61;81;31;21;41;51;1;41;1;81;41;51;41;31;31;21;1;81;71;51;61;61;41;1;31;31;21;11;11;61;71;1;61;21;1;21;1;71;71;41;71;-9;71;1;1;61;81;-9;41;31;21;41;11;21;41;61;-9;1;1;1190
1401;1255;1;1190;253;1190;31;-9;1;71;31;31;61;41;31;81;71;41;71;51;31;11;61;31;81;31;81;-9;71;21;21;71;51;81;81;1;81;71;41;41;11;31;71;31;21;1;71;71;71;11;1;11;41;71;11;1;71;71;41;11;21;21;11;61;51;61;81;11;71;31;51;31;81;21;1190
1739;1256;1;1190;253;1190;1;51;81;-9;11;-9;61;51;71;81;81;51;61;41;11;21;1;61;71;31;11;71;-9;71;21;51;41;21;31;1;11;51;71;-9;1;81;1;51;41;21;61;21;41;41;71;-9;31;71;41;31;41;61;1;31;-9;71;71;21;-9;51;41;1;51;21;-9;61;41;1;1190
1780;1257;1;1190;253;1190;41;-9;41;-9;41;61;21;21;61;71;-9;-9;81;61;11;51;51;71;-9;41;61;51;1;21;31;81;71;51;51;1;41;31;1;61;11;71;-9;61;51;41;81;21;51;51;41;61;61;11;11;71;61;11;21;31;11;41;11;51;31;31;61;1;61;51;71;41;-9;1;1190
56;1258;1;1195;253;1195;21;61;11;61;51;81;1;61;1;1;51;41;71;1;11;1;61;-9;1;71;21;1;61;41;31;51;81;41;81;21;21;51;61;41;-9;61;31;61;1;61;11;81;1;-9;-9;1;-9;41;1;-9;71;11;31;61;-9;61;1;61;41;21;71;31;61;21;61;21;81;-9;1195
94;1259;1;1195;253;1195;-9;11;61;31;41;51;-9;81;81;51;41;71;1;71;71;11;11;31;21;71;1;31;71;51;1;1;81;41;-9;21;71;51;61;31;61;61;31;21;-9;81;51;61;21;61;51;51;21;11;31;71;31;51;61;51;21;51;61;31;1;41;-9;11;21;21;31;71;1;41;1195
281;1260;1;1195;253;1195;31;1;81;21;71;81;81;51;-9;51;21;-9;41;61;-9;61;11;71;-9;31;11;81;71;71;51;21;81;51;41;11;11;51;51;11;1;71;11;21;-9;71;-9;61;1;41;41;1;51;61;61;11;51;41;21;31;71;21;1;1;31;-9;81;41;61;-9;81;51;41;41;1195
525;1261;1;1195;253;1195;71;71;61;41;11;21;1;-9;51;41;31;71;31;51;31;51;1;61;71;-9;71;31;41;31;61;51;1;81;41;1;31;61;-9;81;31;31;71;1;31;41;1;1;11;41;11;41;31;41;21;61;21;-9;1;21;61;31;61;31;-9;61;31;31;11;21;-9;61;-9;61;1195
1056;1262;1;1195;253;1195;71;-9;81;51;11;81;1;51;41;71;41;51;31;21;61;1;31;61;11;11;81;81;31;1;1;1;61;21;81;1;31;21;1;71;11;51;31;1;71;51;31;51;1;1;-9;71;1;71;71;81;1;31;11;11;81;51;51;61;1;71;21;21;1;11;11;-9;21;41;1195
1126;1263;1;1195;253;1195;11;-9;-9;11;41;51;81;11;31;51;51;1;-9;61;81;51;61;31;71;1;51;31;21;31;11;81;1;71;41;21;-9;71;31;71;61;1;41;51;31;71;31;1;21;81;31;41;31;1;21;1;71;21;21;21;61;51;-9;41;11;61;41;11;21;51;61;61;41;71;1195
1151;1264;1;1195;253;1195;1;51;11;71;31;-9;1;51;11;61;-9;41;-9;71;21;71;61;61;31;11;31;-9;11;31;51;1;61;71;1;21;-9;51;-9;21;11;1;71;71;51;31;71;31;61;61;31;1;31;11;21;31;21;21;21;21;41;11;51;21;1;31;41;71;31;81;-9;41;71;11;1195
1595;1265;1;1195;253;1195;31;1;71;21;61;71;11;61;41;61;11;11;71;71;41;31;71;51;1;81;61;1;-9;31;21;51;11;61;11;21;71;71;71;51;1;41;81;31;21;1;51;41;21;1;71;71;51;61;61;51;71;21;81;1;11;-9;61;31;81;1;31;21;11;41;71;41;1;-9;1195
1632;1266;1;1195;253;1195;1;71;61;41;1;-9;61;21;31;51;41;1;61;1;41;71;11;51;41;51;1;11;11;71;11;51;21;11;11;61;81;21;71;11;51;51;1;31;41;-9;71;51;41;31;31;-9;61;1;-9;71;21;81;31;61;21;71;41;-9;71;-9;51;61;1;31;71;51;81;41;1195
292;1267;1;1200;253;1200;31;1;1;31;41;21;-9;31;21;51;31;71;-9;51;51;61;1;61;1;-9;1;1;51;81;11;81;51;51;61;21;1;1;1;41;71;61;81;41;41;31;71;71;31;11;51;21;1;61;31;1;31;21;61;11;71;71;81;41;31;31;41;11;11;71;21;21;-9;41;1200
394;1268;1;1200;253;1200;21;51;61;71;41;-9;71;1;81;21;-9;61;71;31;1;11;51;11;41;71;51;61;61;-9;1;21;11;31;61;1;61;61;41;41;-9;61;51;41;1;21;11;41;31;41;61;1;11;21;21;71;1;21;21;81;1;21;51;41;71;51;31;-9;11;51;51;51;-9;-9;1200
1214;1269;1;1200;253;1200;61;61;21;61;31;61;51;71;81;21;71;81;31;71;61;51;11;31;51;81;41;-9;11;1;61;1;1;-9;41;31;61;31;81;81;21;1;31;11;71;71;31;21;61;61;31;1;71;61;41;1;71;11;81;71;-9;11;1;51;71;31;81;11;41;71;1;71;61;51;1200
1253;1270;1;1200;253;1200;81;11;-9;51;81;81;1;51;31;81;11;21;81;1;1;21;11;31;11;51;81;-9;61;61;71;1;-9;11;31;21;61;41;31;21;11;21;11;21;61;21;1;61;61;11;1;71;51;81;31;-9;31;81;21;51;81;51;21;11;1;31;51;41;11;21;11;51;1;21;1200
1359;1271;1;1200;253;1200;71;71;11;31;11;81;1;71;71;21;1;11;51;1;1;31;61;1;11;31;61;21;-9;11;21;71;71;41;11;21;51;11;11;31;31;31;1;1;71;61;1;51;-9;11;11;41;61;41;61;51;31;-9;11;1;51;21;1;71;81;31;-9;51;1;71;61;-9;81;51;1200
1427;1272;1;1200;253;1200;41;61;1;31;61;81;1;81;-9;51;31;1;61;1;1;-9;71;31;1;61;81;61;61;1;-9;11;1;31;21;71;81;31;41;31;11;-9;1;31;31;1;71;41;-9;21;-9;21;21;51;71;11;-9;81;81;41;1;41;41;71;51;71;21;31;11;41;61;1;1;61;1200
1776;1273;1;1200;253;1200;81;61;51;11;71;31;71;31;31;11;11;1;-9;51;81;21;11;81;71;1;71;11;61;41;21;-9;71;21;31;71;41;11;1;11;61;31;71;31;11;61;-9;41;71;61;51;11;41;41;71;-9;31;41;31;31;1;71;41;81;31;51;71;51;41;71;11;81;21;11;1200
1822;1274;1;1200;253;1200;41;1;21;31;1;51;51;21;51;71;41;41;31;11;51;1;61;1;61;71;11;21;71;51;-9;11;11;1;11;61;41;31;11;51;21;81;71;61;-9;1;71;61;-9;1;81;21;11;81;71;21;71;31;-9;51;21;61;41;-9;-9;61;-9;21;51;41;51;71;51;61;1200
1824;1275;1;1200;253;1200;11;31;21;51;81;81;11;51;51;11;61;71;31;61;41;71;-9;41;1;51;71;31;41;21;1;51;11;51;1;31;51;11;11;11;41;41;21;61;41;51;11;-9;61;81;1;61;11;51;41;41;21;1;1;71;81;61;1;61;1;61;51;-9;-9;31;31;71;81;1;1200
1839;1276;1;1200;253;1200;1;71;61;51;71;11;41;81;61;41;-9;51;1;31;31;-9;81;41;41;61;81;31;41;31;-9;71;1;61;21;-9;61;11;81;31;51;21;81;41;51;1;31;81;21;1;11;1;11;21;11;51;1;71;21;71;31;41;71;31;81;-9;31;41;21;-9;11;71;71;71;1200
1889;1277;1;1200;253;1200;41;51;41;61;61;11;11;51;11;1;61;21;61;71;31;81;41;71;51;71;21;51;71;31;-9;61;51;51;51;31;51;11;1;1;51;21;1;81;21;61;71;61;41;31;-9;21;11;81;1;41;51;71;21;41;21;1;41;-9;81;71;41;1;71;31;31;41;61;-9;1200
152;1278;1;1205;253;1205;31;11;11;11;21;71;-9;71;31;51;61;71;41;71;51;21;1;21;11;1;-9;-9;1;1;71;61;41;81;1;71;71;21;51;61;41;71;-9;61;41;41;71;61;21;81;-9;1;31;11;61;-9;21;41;21;-9;-9;21;21;41;71;-9;41;-9;71;41;81;21;1;41;1205
178;1279;1;1205;253;1205;11;71;41;1;31;51;71;51;51;81;41;71;51;11;81;71;-9;71;51;51;11;11;51;81;41;11;51;51;41;1;21;1;71;61;1;61;61;61;1;51;71;31;11;71;51;21;11;21;71;21;11;-9;1;-9;61;11;1;41;21;81;-9;11;11;71;71;61;51;61;1205
201;1280;1;1205;253;1205;81;81;-9;71;1;1;61;1;31;61;31;81;61;21;71;1;61;51;31;-9;81;51;51;31;11;51;61;21;71;1;11;-9;71;11;71;81;-9;41;41;31;11;71;71;51;1;41;1;-9;1;41;41;1;71;21;11;51;21;11;71;61;1;51;31;1;61;51;51;41;1205
380;1281;1;1205;253;1205;61;11;21;31;1;41;61;61;81;51;61;21;31;1;71;71;1;11;71;81;-9;41;71;31;11;31;81;11;71;11;1;31;81;21;31;-9;41;1;1;41;1;21;1;71;11;71;81;61;1;61;31;21;51;11;31;11;61;-9;41;31;71;71;61;-9;41;1;-9;1;1205
583;1282;1;1205;253;1205;11;11;51;41;61;51;81;31;21;61;71;41;31;11;11;51;1;71;11;61;31;11;51;11;1;-9;31;61;-9;1;61;61;51;61;71;81;31;51;71;1;71;11;61;41;1;71;71;1;61;41;51;11;61;21;71;31;81;71;11;61;1;41;41;61;31;1;51;71;1205
600;1283;1;1205;253;1205;81;31;71;11;31;41;71;41;1;31;71;11;41;81;11;11;31;61;11;31;11;41;71;61;31;21;31;21;21;1;-9;61;51;81;31;11;51;51;51;61;31;51;71;41;-9;41;21;71;-9;51;61;11;71;41;1;41;81;-9;11;1;31;71;-9;71;51;71;21;61;1205
792;1284;1;1205;253;1205;51;71;1;41;-9;71;-9;81;61;81;-9;61;31;1;11;31;21;71;11;-9;11;31;51;31;11;31;1;41;41;11;51;41;81;71;21;-9;51;41;51;81;1;21;11;-9;1;71;1;31;-9;31;21;11;41;41;41;1;71;31;41;1;-9;21;31;1;41;31;51;81;1205
921;1285;1;1205;253;1205;11;1;1;81;71;81;71;71;11;21;71;71;11;51;51;41;21;81;71;81;41;21;-9;1;-9;31;31;31;61;81;81;-9;51;11;61;81;61;1;41;41;41;61;21;1;71;11;11;51;11;21;51;51;31;-9;71;31;11;1;-9;71;21;51;-9;-9;21;61;61;11;1205
947;1286;1;1205;253;1205;11;21;21;21;1;41;-9;61;-9;61;51;21;11;51;51;41;71;31;11;61;11;51;21;41;1;71;81;-9;61;41;81;11;31;71;1;-9;51;71;31;31;61;31;1;11;1;81;61;31;41;81;21;1;41;1;61;31;81;11;1;71;61;71;21;21;51;81;21;1;1205
1111;1287;1;1205;253;1205;21;81;31;51;61;51;31;61;51;21;1;81;-9;31;31;61;11;71;61;71;31;71;11;51;31;41;11;1;11;-9;71;-9;11;31;81;1;61;1;41;1;21;31;61;11;81;41;1;51;51;1;71;21;11;1;81;51;21;71;31;21;11;41;11;51;1;51;71;71;1205
1123;1288;1;1205;253;1205;81;21;51;81;31;11;31;11;71;81;11;71;71;71;-9;21;11;-9;61;11;61;81;-9;71;31;41;61;71;51;71;21;41;31;81;61;31;21;11;11;31;31;61;61;41;31;31;31;71;31;21;31;11;71;11;-9;31;1;1;-9;61;81;41;51;11;1;31;21;1;1205
1273;1289;1;1205;253;1205;11;71;71;61;-9;1;41;21;81;41;21;71;61;31;11;11;61;61;61;41;31;-9;71;11;21;61;51;-9;71;81;1;81;41;41;71;71;31;1;31;81;1;61;51;31;1;71;71;81;71;61;1;31;41;21;31;11;41;11;31;21;71;41;31;11;71;21;51;31;1205
1629;1290;1;1205;253;1205;81;61;31;1;71;81;1;31;51;21;21;61;1;1;61;71;-9;1;61;51;31;41;41;71;21;61;21;51;81;1;1;31;-9;-9;1;61;11;51;1;51;31;61;71;71;1;1;-9;71;1;31;21;51;-9;31;1;21;31;31;31;21;41;31;41;21;61;71;21;71;1205
1683;1291;1;1205;253;1205;11;31;11;41;51;71;51;21;31;61;51;71;71;51;51;51;51;11;-9;1;11;31;21;-9;41;61;1;71;61;51;1;11;41;21;81;81;11;61;21;21;81;51;1;51;31;41;1;31;11;71;-9;31;51;1;51;21;51;21;61;31;1;31;41;21;51;-9;1;61;1205
1836;1292;1;1205;253;1205;51;1;31;11;41;61;21;51;11;81;71;71;31;41;61;41;51;41;31;61;1;11;21;31;1;71;81;1;71;51;21;-9;71;41;81;51;41;71;11;1;51;61;11;31;1;41;61;21;61;11;71;71;71;1;51;71;1;21;1;1;-9;31;51;71;31;71;41;-9;1205
414;1293;1;1210;253;1210;71;-9;-9;31;-9;61;71;51;81;71;81;71;11;61;-9;1;1;71;41;21;11;11;81;41;41;11;1;61;31;41;71;1;41;21;31;1;31;1;1;11;1;41;21;61;81;41;41;41;81;31;1;61;1;61;1;31;41;51;41;61;11;11;1;11;1;51;71;31;1210
617;1294;1;1210;253;1210;1;81;71;51;-9;41;71;61;61;31;41;31;71;31;-9;-9;41;11;61;51;71;21;51;-9;71;21;21;51;11;71;71;51;51;61;-9;31;41;1;41;51;-9;1;1;41;61;81;31;71;21;-9;41;41;71;41;61;1;21;31;51;1;61;1;11;21;31;61;11;11;1210
766;1295;1;1210;253;1210;1;51;81;81;81;21;31;71;21;11;31;71;1;41;61;-9;21;51;-9;11;11;31;61;1;41;11;61;41;31;71;31;-9;71;71;81;41;-9;61;11;31;1;1;61;21;71;71;21;-9;51;-9;21;-9;11;71;21;21;31;71;81;1;11;41;71;31;41;21;61;-9;1210
951;1296;1;1210;253;1210;11;1;41;41;31;61;21;31;31;-9;51;71;51;41;21;41;71;81;51;-9;61;81;41;1;41;11;71;1;1;1;81;51;61;31;-9;11;1;71;61;51;-9;71;1;-9;71;-9;21;11;71;31;21;-9;31;71;1;41;51;21;31;41;61;61;31;1;81;11;11;61;1210
1152;1297;1;1210;253;1210;51;51;1;21;11;81;21;11;71;41;71;1;11;21;-9;1;41;71;21;1;1;41;81;51;61;11;51;1;41;51;71;-9;41;-9;41;81;61;51;11;41;71;31;-9;71;81;41;81;61;1;-9;11;61;61;51;11;81;31;31;1;71;11;31;1;11;61;1;21;81;1210
1303;1298;1;1210;253;1210;81;1;21;31;41;71;-9;81;11;1;11;61;21;71;71;51;61;61;1;71;21;81;11;71;61;41;21;1;21;41;21;21;61;1;81;71;71;81;11;21;1;11;1;51;11;1;1;41;61;61;21;-9;31;11;51;51;41;-9;11;21;71;11;11;1;71;1;21;-9;1210
1393;1299;1;1210;253;1210;71;71;-9;51;71;41;71;71;71;31;61;1;71;61;31;31;21;-9;21;71;11;71;11;1;21;51;51;-9;11;71;41;41;81;51;71;41;21;21;71;21;81;1;11;-9;-9;31;61;81;21;61;81;51;11;31;11;81;61;41;41;11;1;1;41;21;11;31;51;71;1210
1424;1300;1;1210;253;1210;11;1;51;31;1;61;21;71;-9;71;71;31;31;81;1;41;1;51;71;1;-9;1;31;1;31;41;1;61;21;-9;71;-9;41;61;71;31;-9;41;1;11;71;71;61;51;61;51;1;31;41;21;61;1;51;1;31;71;71;41;51;71;71;71;81;71;61;1;81;31;1210
1875;1301;1;1210;253;1210;61;21;71;21;11;81;-9;41;61;31;11;71;61;81;51;71;1;31;31;21;21;71;11;11;41;61;51;1;-9;11;31;-9;51;71;-9;41;21;71;1;61;41;51;81;11;31;51;51;61;1;81;61;31;81;41;41;81;1;51;11;51;51;11;71;11;31;1;11;21;1210
1876;1302;1;1210;253;1210;21;81;51;41;61;21;51;31;81;81;51;-9;41;21;71;81;51;51;41;31;-9;11;71;71;11;-9;41;21;41;31;1;51;-9;21;71;41;11;71;61;51;61;1;21;21;-9;31;11;81;11;61;1;1;51;31;11;81;1;-9;71;31;61;11;41;21;81;81;31;1;1210
1933;1303;1;1210;253;1210;31;41;1;-9;51;71;71;51;61;51;21;81;21;61;31;61;71;21;71;11;11;41;61;21;81;11;61;11;11;41;11;81;1;51;21;11;51;11;11;41;61;21;1;11;71;61;71;51;21;61;11;81;81;-9;11;81;11;51;71;61;1;81;31;71;1;1;61;1;1210
